ds,vegan,vegetarian,plant_based_plus_plant_based,vegan_informative,vegetarian_informative,plant based_informative,vegan_behavior,vegetarian_behavior,plant based_behavior,behavior_bare,informative_bare,food
2016-06-30,56.0,19.2,1.582378336,45.651028327999995,12.235990068951999,1.40636204128,10.348971672000001,6.964009931048001,0.17601629472000002,1428.6401163934427,460.8989,516.46
2016-07-31,52.0,18.3,1.5866161696,42.906834396,12.055327274,1.46598817344,9.093165604,6.244672726,0.12062799616000001,1269.01838852459,432.4103,483.14
2016-08-31,48.0,18.599999999999998,1.5781405024000001,39.513408006,12.485891225015997,1.4171478272000002,8.486591994000001,6.114108774984,0.16099267520000002,1236.7496245901636,444.2389,499.8
2016-09-30,55.0,21.599999999999998,1.7266161696000002,46.086267424,14.842684366551996,1.5688892934400003,8.913732576,6.757315633448001,0.15772687616000003,1291.783357377049,458.4832,516.46
2016-10-31,69.0,21.599999999999998,2.002378336,59.142091324,15.127106686063996,1.74733484128,9.857908676000001,6.472893313936002,0.25504349472,1331.9892081967214,449.07030000000003,499.8
2016-11-30,87.0,21.3,2.002378336,76.651445478,14.33213695788,1.7121558832,10.348554522000002,6.967863042120002,0.29022245280000003,1534.9958163934425,466.81319999999994,524.79
2016-12-31,58.0,24.0,2.5708540032000005,46.799158391999995,15.735627268647999,2.1993265011200003,11.200841608000001,8.264372731352001,0.37152750208,1348.239863934426,457.4003,508.13
2017-01-31,54.0,21.9,2.5750918368000004,43.839441596,14.587717560215998,2.2556058313600005,10.160558404,7.312282439784001,0.31948600544,1338.5778590163936,454.9846,508.13
2017-02-28,56.0,23.4,2.4393296704000003,44.6841818,15.993419437687997,2.1458429552,11.3158182,7.406580562312002,0.2934867152000001,1303.7261065573769,464.3975,524.79
2017-03-31,56.0,21.3,2.3078053376,45.251213436,14.224012340704,2.0178980057600002,10.748786564,7.075987659296001,0.28990733184,1336.3997262295081,496.38470000000007,566.44
2017-04-30,54.0,19.5,2.2823783360000003,43.642736336,12.901474404392,1.9734157900800002,10.357263664000001,6.598525595608001,0.30896254592000005,1352.5950098360654,482.1404,549.78
2017-05-31,61.0,21.599999999999998,3.6993296704000005,48.72902858,14.166421280391997,3.1636356729600004,12.270971420000002,7.4335787196080005,0.53569399744,1399.2949098360655,506.8805,591.43
2017-06-30,96.0,27.3,8.0732323392,75.702472054,17.630104829296002,6.72874598816,20.297527946000002,9.669895170704,1.3444863510400002,1579.4470540983607,497.2177,591.43
2017-07-31,95.0,26.099999999999998,6.5247566720000005,74.003511894,16.908679075696,5.502463008,20.996488106,9.191320924304,1.0222936640000002,1414.464581967213,465.2305,549.78
2017-08-31,78.0,23.4,4.5520431712,61.266417231999995,15.352537801431996,3.97259444736,16.733582768,8.047462198568002,0.5794487238400001,1324.0325639344262,489.1376000000001,566.44
2017-09-30,77.0,25.8,3.9920431712,60.858109506,17.503838099952,3.4736368128,16.141890494000002,8.296161900048002,0.5184063584,1386.0228163934428,500.9662,583.1
2017-10-31,82.0,26.7,3.7078053376000004,64.563271096,17.713567125432,3.22227780672,17.436728904000002,8.986432874568,0.48552753088000006,1518.4527278688522,447.4876,524.79
2017-11-30,83.0,25.2,3.2793296704,65.271387014,15.852654126047998,2.82997102304,17.728612986,9.347345873952001,0.44935864736000003,1655.9420852459014,462.8148,549.78
2017-12-31,89.0,30.0,4.9720431712,69.462898376,19.415600095768,4.24810693216,19.537101624,10.584399904232002,0.7239362390400002,1466.3167508196723,500.9662,583.1
2018-01-31,84.0,27.599999999999998,4.284756672,65.666710198,18.033805326535997,3.70919323264,18.333289802000003,9.566194673464002,0.5755634393600001,1520.3962213114753,523.5405000000001,608.09
