,Search Term,sustainability
747,2018-04-21,45.607985480943746
748,2018-04-28,41.69872958257714
749,2018-05-05,41.04718693284937
750,2018-05-12,42.3502722323049
751,2018-05-19,41.04718693284937
752,2018-05-26,41.04718693284937
753,2018-06-02,41.04718693284937
754,2018-06-09,36.486388384754996
755,2018-06-16,33.22867513611616
756,2018-06-23,29.970961887477316
757,2018-06-30,27.36479128856624
758,2018-07-07,28.016333938294014
759,2018-07-14,28.016333938294014
760,2018-07-21,28.016333938294014
761,2018-07-28,29.970961887477316
762,2018-08-04,32.577132486388386
763,2018-08-11,33.880217785843925
764,2018-08-18,35.83484573502723
765,2018-08-25,37.78947368421053
766,2018-09-01,39.092558983666066
767,2018-09-08,41.69872958257714
768,2018-09-15,43.001814882032676
769,2018-09-22,40.3956442831216
770,2018-09-29,41.69872958257714
771,2018-10-06,44.30490018148821
772,2018-10-13,46.25952813067151
773,2018-10-20,44.95644283121597
774,2018-10-27,43.001814882032676
775,2018-11-03,47.562613430127044
776,2018-11-10,45.607985480943746
777,2018-11-17,44.95644283121597
778,2018-11-24,48.86569872958258
779,2018-12-01,44.95644283121597
780,2018-12-08,41.69872958257714
781,2018-12-15,32.577132486388386
782,2018-12-22,19.546279491833033
783,2018-12-29,24.10707803992741
784,2019-01-05,36.486388384754996
785,2019-01-12,37.78947368421053
786,2019-01-19,40.3956442831216
787,2019-01-26,39.74410163339383
788,2019-02-02,41.69872958257714
789,2019-02-09,44.30490018148821
790,2019-02-16,47.562613430127044
791,2019-02-23,45.607985480943746
792,2019-03-02,46.91107078039928
793,2019-03-09,46.91107078039928
794,2019-03-16,48.21415607985482
795,2019-03-23,50.820326678765895
796,2019-03-30,49.51724137931035
797,2019-04-06,48.86569872958258
798,2019-04-13,42.3502722323049
799,2019-04-20,47.562613430127044
800,2019-04-27,52.774954627949185
801,2019-05-04,52.12341197822143
802,2019-05-11,53.42649727767695
